is_radiant,AVG Kills,count,winrate,winrate_wilson,sum,min,max,stddev
false,4.8004338394793926,461,0.511930585683297,0.491521283301953,11065,0,23,4.0225168952799597
true,4.7158351409978308,461,0.488069414316703,0.467699813695723,10870,0,27,3.9546513586715892
